Time (s),Target Pitch (deg),Actual Pitch (deg),Error (deg),Control (deg)
9.148000,-8.775147,-9.012521,0.237374,-0.002612
9.149000,-8.769114,-9.005601,0.236487,-0.003035
9.150000,-8.763067,-8.998668,0.235601,-0.003457
9.151000,-8.757006,-8.991720,0.234714,-0.003879
9.152000,-8.750931,-8.984759,0.233828,-0.004301
9.153000,-8.744843,-8.977784,0.232942,-0.004723
9.154000,-8.738741,-8.970796,0.232055,-0.005145
9.155000,-8.732625,-8.963793,0.231169,-0.005567
9.156000,-8.726495,-8.956777,0.230282,-0.005989
9.157000,-8.720351,-8.949747,0.229396,-0.006410
9.158000,-8.714194,-8.942703,0.228509,-0.006832
9.159000,-8.708022,-8.935645,0.227623,-0.007253
9.160000,-8.701838,-8.928574,0.226736,-0.007675
9.161000,-8.695639,-8.921488,0.225850,-0.008096
9.162000,-8.689426,-8.914389,0.224963,-0.008517
9.163000,-8.683200,-8.907277,0.224076,-0.008938
9.164000,-8.676961,-8.900150,0.223190,-0.009359
9.165000,-8.670707,-8.893010,0.222303,-0.009780
9.166000,-8.664440,-8.885857,0.221417,-0.010201
9.167000,-8.658159,-8.878689,0.220530,-0.010621
9.168000,-8.651864,-8.871508,0.219644,-0.011042
9.169000,-8.645556,-8.864313,0.218757,-0.011462
9.170000,-8.639234,-8.857105,0.217871,-0.011883
9.171000,-8.632899,-8.849883,0.216984,-0.012303
9.172000,-8.626549,-8.842647,0.216098,-0.012723
9.173000,-8.620187,-8.835398,0.215211,-0.013143
9.174000,-8.613810,-8.828135,0.214325,-0.013563
9.175000,-8.607420,-8.820859,0.213438,-0.013983
9.176000,-8.601017,-8.813569,0.212552,-0.014403
9.177000,-8.594599,-8.806265,0.211666,-0.014823
9.178000,-8.588169,-8.798948,0.210779,-0.015242
9.179000,-8.581724,-8.791617,0.209893,-0.015662
9.180000,-8.575267,-8.784273,0.209006,-0.016081
9.181000,-8.568795,-8.776915,0.208120,-0.016501
9.182000,-8.562310,-8.769544,0.207234,-0.016920
9.183000,-8.555812,-8.762159,0.206347,-0.017339
9.184000,-8.549300,-8.754761,0.205461,-0.017758
9.185000,-8.542774,-8.747349,0.204575,-0.018177
9.186000,-8.536235,-8.739924,0.203688,-0.018596
9.187000,-8.529683,-8.732485,0.202802,-0.019015
9.188000,-8.523117,-8.725033,0.201916,-0.019434
9.189000,-8.516538,-8.717567,0.201030,-0.019852
9.190000,-8.509945,-8.710088,0.200143,-0.020271
9.191000,-8.503339,-8.702596,0.199257,-0.020689
9.192000,-8.496719,-8.695090,0.198371,-0.021108
9.193000,-8.490086,-8.687571,0.197485,-0.021526
9.194000,-8.483439,-8.680038,0.196599,-0.021945
9.195000,-8.476779,-8.672492,0.195713,-0.022363
9.196000,-8.470106,-8.664933,0.194827,-0.022781
9.197000,-8.463419,-8.657360,0.193941,-0.023199
9.198000,-8.456719,-8.649774,0.193055,-0.023617
9.199000,-8.450006,-8.642175,0.192169,-0.024035
9.200000,-8.443279,-8.634562,0.191283,-0.024453
9.201000,-8.436539,-8.626936,0.190397,-0.024870
9.202000,-8.429786,-8.619297,0.189511,-0.025288
9.203000,-8.423019,-8.611644,0.188625,-0.025706
9.204000,-8.416239,-8.603978,0.187739,-0.026123
9.205000,-8.409446,-8.596299,0.186853,-0.026540
9.206000,-8.402639,-8.588607,0.185968,-0.026958
9.207000,-8.395819,-8.580901,0.185082,-0.027375
9.208000,-8.388986,-8.573183,0.184196,-0.027792
9.209000,-8.382140,-8.565451,0.183311,-0.028210
9.210000,-8.375280,-8.557705,0.182425,-0.028627
9.211000,-8.368408,-8.549947,0.181540,-0.029044
9.212000,-8.361522,-8.542176,0.180654,-0.029461
9.213000,-8.354622,-8.534391,0.179768,-0.029877
9.214000,-8.347710,-8.526593,0.178883,-0.030294
9.215000,-8.340784,-8.518782,0.177998,-0.030711
9.216000,-8.333846,-8.510958,0.177112,-0.031128
9.217000,-8.326894,-8.503121,0.176227,-0.031544
9.218000,-8.319929,-8.495270,0.175342,-0.031961
9.219000,-8.312950,-8.487407,0.174456,-0.032377
9.220000,-8.305959,-8.479530,0.173571,-0.032794
9.221000,-8.298955,-8.471641,0.172686,-0.033210
9.222000,-8.291937,-8.463738,0.171801,-0.033626
9.223000,-8.284906,-8.455822,0.170916,-0.034043
9.224000,-8.277863,-8.447894,0.170031,-0.034459
9.225000,-8.270806,-8.439952,0.169146,-0.034875
9.226000,-8.263736,-8.431997,0.168261,-0.035291
9.227000,-8.256653,-8.424029,0.167376,-0.035707
9.228000,-8.249557,-8.416048,0.166491,-0.036123
9.229000,-8.242448,-8.408055,0.165607,-0.036539
9.230000,-8.235326,-8.400048,0.164722,-0.036955
9.231000,-8.228191,-8.392028,0.163837,-0.037370
9.232000,-8.221043,-8.383996,0.162953,-0.037786
9.233000,-8.213882,-8.375950,0.162068,-0.038202
9.234000,-8.206708,-8.367892,0.161184,-0.038617
9.235000,-8.199521,-8.359820,0.160299,-0.039033
9.236000,-8.192321,-8.351736,0.159415,-0.039448
9.237000,-8.185108,-8.343639,0.158530,-0.039864
9.238000,-8.177883,-8.335529,0.157646,-0.040279
9.239000,-8.170644,-8.327406,0.156762,-0.040694
9.240000,-8.163393,-8.319270,0.155878,-0.041110
9.241000,-8.156128,-8.311122,0.154994,-0.041525
9.242000,-8.148851,-8.302960,0.154110,-0.041940
9.243000,-8.141561,-8.294786,0.153226,-0.042355
9.244000,-8.134258,-8.286599,0.152342,-0.042770
9.245000,-8.126942,-8.278399,0.151458,-0.043185
9.246000,-8.119613,-8.270187,0.150574,-0.043600
9.247000,-8.112271,-8.261961,0.149690,-0.044015
9.248000,-8.104917,-8.253723,0.148806,-0.044430
9.249000,-8.097550,-8.245473,0.147923,-0.044845
9.250000,-8.090170,-8.237209,0.147039,-0.045260
9.251000,-8.082777,-8.228933,0.146156,-0.045674
9.252000,-8.075372,-8.220644,0.145272,-0.046089
9.253000,-8.067954,-8.212342,0.144389,-0.046504
9.254000,-8.060523,-8.204028,0.143505,-0.046918
9.255000,-8.053079,-8.195701,0.142622,-0.047333
9.256000,-8.045622,-8.187361,0.141739,-0.047747
9.257000,-8.038153,-8.179009,0.140856,-0.048162
9.258000,-8.030672,-8.170644,0.139973,-0.048576
9.259000,-8.023177,-8.162267,0.139090,-0.048990
9.260000,-8.015670,-8.153877,0.138207,-0.049405
9.261000,-8.008150,-8.145474,0.137324,-0.049819
9.262000,-8.000618,-8.137059,0.136441,-0.050233
9.263000,-7.993072,-8.128631,0.135558,-0.050648
9.264000,-7.985515,-8.120190,0.134676,-0.051062
9.265000,-7.977944,-8.111737,0.133793,-0.051476
9.266000,-7.970361,-8.103272,0.132911,-0.051890
9.267000,-7.962766,-8.094794,0.132028,-0.052304
9.268000,-7.955158,-8.086304,0.131146,-0.052718
9.269000,-7.947537,-8.077801,0.130263,-0.053132
9.270000,-7.939904,-8.069285,0.129381,-0.053546
9.271000,-7.932258,-8.060757,0.128499,-0.053960
9.272000,-7.924600,-8.052217,0.127617,-0.054374
9.273000,-7.916929,-8.043664,0.126735,-0.054788
9.274000,-7.909246,-8.035099,0.125853,-0.055201
9.275000,-7.901550,-8.026521,0.124971,-0.055615
9.276000,-7.893842,-8.017931,0.124089,-0.056029
9.277000,-7.886121,-8.009329,0.123207,-0.056443
9.278000,-7.878388,-8.000714,0.122326,-0.056856
9.279000,-7.870642,-7.992087,0.121444,-0.057270
9.280000,-7.862884,-7.983447,0.120563,-0.057684
9.281000,-7.855114,-7.974795,0.119681,-0.058097
9.282000,-7.847331,-7.966131,0.118800,-0.058511
9.283000,-7.839536,-7.957454,0.117919,-0.058924
9.284000,-7.831728,-7.948765,0.117037,-0.059338
9.285000,-7.823908,-7.940064,0.116156,-0.059751
9.286000,-7.816076,-7.931351,0.115275,-0.060165
9.287000,-7.808231,-7.922625,0.114394,-0.060578
9.288000,-7.800374,-7.913887,0.113513,-0.060991
9.289000,-7.792505,-7.905137,0.112632,-0.061405
9.290000,-7.784623,-7.896375,0.111752,-0.061818
9.291000,-7.776729,-7.887600,0.110871,-0.062231
9.292000,-7.768823,-7.878813,0.109990,-0.062645
9.293000,-7.760904,-7.870014,0.109110,-0.063058
9.294000,-7.752974,-7.861203,0.108230,-0.063471
9.295000,-7.745031,-7.852380,0.107349,-0.063884
9.296000,-7.737075,-7.843544,0.106469,-0.064298
9.297000,-7.729108,-7.834697,0.105589,-0.064711
9.298000,-7.721128,-7.825837,0.104709,-0.065124
9.299000,-7.713136,-7.816965,0.103829,-0.065537
9.300000,-7.705132,-7.808081,0.102949,-0.065950
9.301000,-7.697116,-7.799185,0.102069,-0.066363
9.302000,-7.689088,-7.790277,0.101189,-0.066776
9.303000,-7.681047,-7.781357,0.100309,-0.067189
9.304000,-7.672995,-7.772425,0.099430,-0.067602
9.305000,-7.664930,-7.763480,0.098550,-0.068015
9.306000,-7.656853,-7.754524,0.097671,-0.068428
9.307000,-7.648764,-7.745556,0.096792,-0.068841
9.308000,-7.640663,-7.736576,0.095912,-0.069254
9.309000,-7.632550,-7.727583,0.095033,-0.069667
9.310000,-7.624425,-7.718579,0.094154,-0.070080
9.311000,-7.616288,-7.709563,0.093275,-0.070493
9.312000,-7.608139,-7.700535,0.092396,-0.070906
9.313000,-7.599978,-7.691495,0.091517,-0.071318
9.314000,-7.591804,-7.682443,0.090639,-0.071731
9.315000,-7.583619,-7.673379,0.089760,-0.072144
9.316000,-7.575422,-7.664303,0.088881,-0.072557
9.317000,-7.567213,-7.655216,0.088003,-0.072970
9.318000,-7.558992,-7.646116,0.087125,-0.073382
9.319000,-7.550759,-7.637005,0.086246,-0.073795
9.320000,-7.542514,-7.627882,0.085368,-0.074208
9.321000,-7.534257,-7.618747,0.084490,-0.074621
9.322000,-7.525988,-7.609600,0.083612,-0.075033
9.323000,-7.517708,-7.600442,0.082734,-0.075446
9.324000,-7.509415,-7.591271,0.081856,-0.075859
9.325000,-7.501111,-7.582089,0.080978,-0.076272
9.326000,-7.492794,-7.572895,0.080101,-0.076684
9.327000,-7.484466,-7.563690,0.079223,-0.077097
9.328000,-7.476127,-7.554472,0.078346,-0.077510
9.329000,-7.467775,-7.545243,0.077468,-0.077922
9.330000,-7.459411,-7.536003,0.076591,-0.078335
9.331000,-7.451036,-7.526750,0.075714,-0.078747
9.332000,-7.442649,-7.517486,0.074837,-0.079160
9.333000,-7.434250,-7.508210,0.073960,-0.079573
9.334000,-7.425840,-7.498923,0.073083,-0.079985
9.335000,-7.417418,-7.489624,0.072206,-0.080398
9.336000,-7.408984,-7.480313,0.071329,-0.080810
9.337000,-7.400538,-7.470991,0.070453,-0.081223
9.338000,-7.392081,-7.461657,0.069576,-0.081636
9.339000,-7.383612,-7.452311,0.068700,-0.082048
9.340000,-7.375131,-7.442954,0.067823,-0.082461
9.341000,-7.366639,-7.433586,0.066947,-0.082873
9.342000,-7.358135,-7.424206,0.066071,-0.083286
9.343000,-7.349619,-7.414814,0.065195,-0.083698
9.344000,-7.341092,-7.405411,0.064319,-0.084111
9.345000,-7.332553,-7.395996,0.063443,-0.084523
9.346000,-7.324003,-7.386570,0.062567,-0.084936
9.347000,-7.315441,-7.377133,0.061691,-0.085348
9.348000,-7.306868,-7.367684,0.060816,-0.085761
9.349000,-7.298283,-7.358223,0.059940,-0.086174
9.350000,-7.289686,-7.348751,0.059065,-0.086586
9.351000,-7.281078,-7.339268,0.058190,-0.086999
9.352000,-7.272459,-7.329773,0.057314,-0.087411
9.353000,-7.263828,-7.320267,0.056439,-0.087824
9.354000,-7.255185,-7.310749,0.055564,-0.088236
9.355000,-7.246531,-7.301221,0.054689,-0.088649
9.356000,-7.237866,-7.291680,0.053814,-0.089061
9.357000,-7.229189,-7.282129,0.052940,-0.089474
9.358000,-7.220501,-7.272566,0.052065,-0.089886
9.359000,-7.211801,-7.262992,0.051191,-0.090299
9.360000,-7.203090,-7.253406,0.050316,-0.090711
9.361000,-7.194368,-7.243810,0.049442,-0.091124
9.362000,-7.185634,-7.234202,0.048568,-0.091536
9.363000,-7.176889,-7.224582,0.047693,-0.091949
9.364000,-7.168133,-7.214952,0.046819,-0.092361
9.365000,-7.159365,-7.205310,0.045945,-0.092774
9.366000,-7.150586,-7.195657,0.045072,-0.093186
9.367000,-7.141795,-7.185993,0.044198,-0.093599
9.368000,-7.132994,-7.176318,0.043324,-0.094011
9.369000,-7.124181,-7.166632,0.042451,-0.094424
9.370000,-7.115357,-7.156934,0.041577,-0.094836
9.371000,-7.106521,-7.147225,0.040704,-0.095249
9.372000,-7.097675,-7.137505,0.039831,-0.095661
9.373000,-7.088817,-7.127774,0.038957,-0.096074
9.374000,-7.079948,-7.118032,0.038084,-0.096486
9.375000,-7.071068,-7.108279,0.037212,-0.096899
9.376000,-7.062176,-7.098515,0.036339,-0.097311
9.377000,-7.053274,-7.088740,0.035466,-0.097724
9.378000,-7.044360,-7.078954,0.034593,-0.098136
9.379000,-7.035436,-7.069156,0.033721,-0.098549
9.380000,-7.026500,-7.059348,0.032848,-0.098962
9.381000,-7.017553,-7.049529,0.031976,-0.099374
9.382000,-7.008595,-7.039698,0.031104,-0.099787
9.383000,-6.999626,-7.029857,0.030232,-0.100199
9.384000,-6.990645,-7.020005,0.029360,-0.100612
9.385000,-6.981654,-7.010142,0.028488,-0.101024
9.386000,-6.972652,-7.000268,0.027616,-0.101437
9.387000,-6.963639,-6.990383,0.026744,-0.101850
9.388000,-6.954614,-6.980487,0.025873,-0.102262
9.389000,-6.945579,-6.970580,0.025001,-0.102675
9.390000,-6.936533,-6.960663,0.024130,-0.103087
9.391000,-6.927476,-6.950734,0.023258,-0.103500
9.392000,-6.918408,-6.940795,0.022387,-0.103913
9.393000,-6.909329,-6.930845,0.021516,-0.104325
9.394000,-6.900239,-6.920884,0.020645,-0.104738
9.395000,-6.891138,-6.910912,0.019774,-0.105151
9.396000,-6.882026,-6.900930,0.018903,-0.105563
9.397000,-6.872904,-6.890937,0.018033,-0.105976
9.398000,-6.863770,-6.880933,0.017162,-0.106389
9.399000,-6.854626,-6.870918,0.016292,-0.106801
9.400000,-6.845471,-6.860892,0.015421,-0.107214
9.401000,-6.836305,-6.850856,0.014551,-0.107627
9.402000,-6.827128,-6.840809,0.013681,-0.108039
9.403000,-6.817941,-6.830752,0.012811,-0.108452
9.404000,-6.808743,-6.820684,0.011941,-0.108865
9.405000,-6.799534,-6.810605,0.011071,-0.109278
9.406000,-6.790314,-6.800515,0.010201,-0.109690
9.407000,-6.781084,-6.790415,0.009332,-0.110103
9.408000,-6.771842,-6.780305,0.008462,-0.110516
9.409000,-6.762591,-6.770183,0.007593,-0.110929
9.410000,-6.753328,-6.760052,0.006724,-0.111341
9.411000,-6.744055,-6.749909,0.005854,-0.111754
9.412000,-6.734771,-6.739756,0.004985,-0.112167
9.413000,-6.725477,-6.729593,0.004116,-0.112580
9.414000,-6.716171,-6.719419,0.003247,-0.112993
9.415000,-6.706856,-6.709234,0.002379,-0.113406
9.416000,-6.697529,-6.699039,0.001510,-0.113818
9.417000,-6.688193,-6.688834,0.000641,-0.114231
9.418000,-6.678845,-6.678618,-0.000227,-0.114644
9.419000,-6.669487,-6.668392,-0.001095,-0.115057
9.420000,-6.660119,-6.658155,-0.001964,-0.115470
9.421000,-6.650740,-6.647908,-0.002832,-0.115883
9.422000,-6.641350,-6.637650,-0.003700,-0.116296
9.423000,-6.631950,-6.627382,-0.004568,-0.116708
9.424000,-6.622540,-6.617104,-0.005436,-0.117121
9.425000,-6.613119,-6.606815,-0.006303,-0.117534
9.426000,-6.603687,-6.596516,-0.007171,-0.117947
9.427000,-6.594245,-6.586207,-0.008038,-0.118360
9.428000,-6.584793,-6.575888,-0.008906,-0.118773
9.429000,-6.575331,-6.565558,-0.009773,-0.119186
9.430000,-6.565858,-6.555217,-0.010640,-0.119599
9.431000,-6.556374,-6.544867,-0.011507,-0.120012
9.432000,-6.546880,-6.534506,-0.012374,-0.120425
9.433000,-6.537376,-6.524135,-0.013241,-0.120838
9.434000,-6.527862,-6.513754,-0.014108,-0.121251
9.435000,-6.518337,-6.503363,-0.014974,-0.121664
9.436000,-6.508802,-6.492961,-0.015841,-0.122077
9.437000,-6.499257,-6.482550,-0.016707,-0.122490
9.438000,-6.489701,-6.472128,-0.017574,-0.122903
9.439000,-6.480136,-6.461696,-0.018440,-0.123316
9.440000,-6.470560,-6.451254,-0.019306,-0.123730
9.441000,-6.460973,-6.440802,-0.020172,-0.124143
9.442000,-6.451377,-6.430339,-0.021038,-0.124556
9.443000,-6.441770,-6.419867,-0.021903,-0.124969
9.444000,-6.432153,-6.409385,-0.022769,-0.125382
9.445000,-6.422527,-6.398892,-0.023634,-0.125795
9.446000,-6.412889,-6.388390,-0.024500,-0.126208
9.447000,-6.403242,-6.377877,-0.025365,-0.126621
9.448000,-6.393585,-6.367354,-0.026230,-0.127035
9.449000,-6.383917,-6.356822,-0.027095,-0.127448
9.450000,-6.374240,-6.346279,-0.027960,-0.127861
9.451000,-6.364552,-6.335727,-0.028825,-0.128274
9.452000,-6.354855,-6.325165,-0.029690,-0.128687
9.453000,-6.345147,-6.314592,-0.030555,-0.129101
9.454000,-6.335429,-6.304010,-0.031419,-0.129514
9.455000,-6.325702,-6.293418,-0.032284,-0.129927
9.456000,-6.315964,-6.282816,-0.033148,-0.130340
9.457000,-6.306216,-6.272204,-0.034012,-0.130754
9.458000,-6.296459,-6.261582,-0.034876,-0.131167
9.459000,-6.286691,-6.250951,-0.035740,-0.131580
9.460000,-6.276914,-6.240310,-0.036604,-0.131993
9.461000,-6.267126,-6.229658,-0.037468,-0.132407
9.462000,-6.257329,-6.218997,-0.038331,-0.132820
9.463000,-6.247522,-6.208327,-0.039195,-0.133233
9.464000,-6.237705,-6.197646,-0.040058,-0.133647
9.465000,-6.227878,-6.186956,-0.040922,-0.134060
9.466000,-6.218041,-6.176256,-0.041785,-0.134473
9.467000,-6.208195,-6.165547,-0.042648,-0.134887
9.468000,-6.198338,-6.154827,-0.043511,-0.135300
9.469000,-6.188472,-6.144098,-0.044374,-0.135713
9.470000,-6.178596,-6.133360,-0.045237,-0.136127
9.471000,-6.168710,-6.122611,-0.046099,-0.136540
9.472000,-6.158815,-6.111853,-0.046962,-0.136953
9.473000,-6.148910,-6.101086,-0.047824,-0.137367
9.474000,-6.138995,-6.090309,-0.048686,-0.137780
9.475000,-6.129071,-6.079522,-0.049549,-0.138194
9.476000,-6.119136,-6.068726,-0.050411,-0.138607
9.477000,-6.109192,-6.057920,-0.051273,-0.139021
9.478000,-6.099239,-6.047105,-0.052134,-0.139434
9.479000,-6.089276,-6.036280,-0.052996,-0.139847
9.480000,-6.079303,-6.025445,-0.053858,-0.140261
9.481000,-6.069321,-6.014601,-0.054719,-0.140674
9.482000,-6.059329,-6.003748,-0.055581,-0.141088
9.483000,-6.049327,-5.992885,-0.056442,-0.141501
9.484000,-6.039316,-5.982013,-0.057303,-0.141915
9.485000,-6.029295,-5.971131,-0.058164,-0.142328
9.486000,-6.019265,-5.960240,-0.059025,-0.142742
9.487000,-6.009226,-5.949340,-0.059886,-0.143155
9.488000,-5.999177,-5.938430,-0.060746,-0.143569
9.489000,-5.989118,-5.927511,-0.061607,-0.143982
9.490000,-5.979050,-5.916582,-0.062468,-0.144396
9.491000,-5.968972,-5.905644,-0.063328,-0.144809
9.492000,-5.958885,-5.894697,-0.064188,-0.145223
9.493000,-5.948789,-5.883741,-0.065048,-0.145636
9.494000,-5.938683,-5.872775,-0.065908,-0.146050
9.495000,-5.928568,-5.861800,-0.066768,-0.146463
9.496000,-5.918444,-5.850816,-0.067628,-0.146877
9.497000,-5.908310,-5.839822,-0.068488,-0.147290
9.498000,-5.898167,-5.828820,-0.069347,-0.147704
9.499000,-5.888014,-5.817808,-0.070207,-0.148117
9.500000,-5.877853,-5.806787,-0.071066,-0.148531
9.501000,-5.867681,-5.795756,-0.071925,-0.148944
9.502000,-5.857501,-5.784717,-0.072784,-0.149358
9.503000,-5.847312,-5.773669,-0.073643,-0.149771
9.504000,-5.837113,-5.762611,-0.074502,-0.150185
9.505000,-5.826905,-5.751544,-0.075361,-0.150598
9.506000,-5.816688,-5.740468,-0.076219,-0.151012
9.507000,-5.806461,-5.729383,-0.077078,-0.151425
9.508000,-5.796226,-5.718290,-0.077936,-0.151839
9.509000,-5.785981,-5.707187,-0.078794,-0.152252
9.510000,-5.775727,-5.696075,-0.079652,-0.152666
9.511000,-5.765464,-5.684954,-0.080511,-0.153079
9.512000,-5.755192,-5.673824,-0.081368,-0.153493
9.513000,-5.744911,-5.662685,-0.082226,-0.153907
9.514000,-5.734621,-5.651537,-0.083084,-0.154320
9.515000,-5.724321,-5.640380,-0.083941,-0.154734
9.516000,-5.714013,-5.629214,-0.084799,-0.155147
9.517000,-5.703696,-5.618039,-0.085656,-0.155561
9.518000,-5.693369,-5.606856,-0.086513,-0.155974
9.519000,-5.683034,-5.595663,-0.087370,-0.156388
9.520000,-5.672689,-5.584462,-0.088227,-0.156801
9.521000,-5.662336,-5.573252,-0.089084,-0.157215
9.522000,-5.651974,-5.562033,-0.089941,-0.157628
9.523000,-5.641603,-5.550805,-0.090798,-0.158042
9.524000,-5.631223,-5.539569,-0.091654,-0.158455
9.525000,-5.620834,-5.528323,-0.092510,-0.158869
9.526000,-5.610436,-5.517069,-0.093367,-0.159282
9.527000,-5.600029,-5.505807,-0.094223,-0.159695
9.528000,-5.589614,-5.494535,-0.095079,-0.160109
9.529000,-5.579189,-5.483255,-0.095935,-0.160522
9.530000,-5.568756,-5.471966,-0.096790,-0.160936
9.531000,-5.558314,-5.460668,-0.097646,-0.161349
9.532000,-5.547863,-5.449362,-0.098502,-0.161763
9.533000,-5.537404,-5.438047,-0.099357,-0.162176
9.534000,-5.526936,-5.426723,-0.100212,-0.162589
9.535000,-5.516459,-5.415391,-0.101067,-0.163003
9.536000,-5.505973,-5.404051,-0.101922,-0.163416
9.537000,-5.495479,-5.392701,-0.102777,-0.163830
9.538000,-5.484976,-5.381343,-0.103632,-0.164243
9.539000,-5.474464,-5.369977,-0.104487,-0.164656
9.540000,-5.463943,-5.358602,-0.105341,-0.165070
9.541000,-5.453414,-5.347219,-0.106196,-0.165483
9.542000,-5.442877,-5.335827,-0.107050,-0.165896
9.543000,-5.432331,-5.324426,-0.107904,-0.166310
9.544000,-5.421776,-5.313018,-0.108758,-0.166723
9.545000,-5.411213,-5.301600,-0.109612,-0.167136
9.546000,-5.400641,-5.290175,-0.110466,-0.167549
9.547000,-5.390060,-5.278741,-0.111320,-0.167963
9.548000,-5.379471,-5.267298,-0.112173,-0.168376
9.549000,-5.368874,-5.255847,-0.113027,-0.168789
9.550000,-5.358268,-5.244388,-0.113880,-0.169202
9.551000,-5.347654,-5.232920,-0.114733,-0.169615
9.552000,-5.337031,-5.221445,-0.115586,-0.170029
9.553000,-5.326400,-5.209960,-0.116439,-0.170442
9.554000,-5.315760,-5.198468,-0.117292,-0.170855
9.555000,-5.305112,-5.186967,-0.118145,-0.171268
9.556000,-5.294455,-5.175458,-0.118997,-0.171681
9.557000,-5.283791,-5.163941,-0.119850,-0.172094
9.558000,-5.273118,-5.152416,-0.120702,-0.172507
9.559000,-5.262436,-5.140882,-0.121554,-0.172920
9.560000,-5.251746,-5.129340,-0.122406,-0.173333
9.561000,-5.241048,-5.117790,-0.123258,-0.173746
9.562000,-5.230342,-5.106232,-0.124110,-0.174159
9.563000,-5.219627,-5.094666,-0.124962,-0.174572
9.564000,-5.208904,-5.083091,-0.125813,-0.174985
9.565000,-5.198173,-5.071509,-0.126664,-0.175398
9.566000,-5.187434,-5.059918,-0.127516,-0.175811
9.567000,-5.176687,-5.048320,-0.128367,-0.176223
9.568000,-5.165931,-5.036713,-0.129218,-0.176636
9.569000,-5.155167,-5.025098,-0.130069,-0.177049
9.570000,-5.144395,-5.013476,-0.130920,-0.177462
9.571000,-5.133615,-5.001845,-0.131770,-0.177875
9.572000,-5.122827,-4.990206,-0.132621,-0.178287
9.573000,-5.112031,-4.978560,-0.133471,-0.178700
9.574000,-5.101227,-4.966905,-0.134321,-0.179113
9.575000,-5.090414,-4.955243,-0.135172,-0.179525
9.576000,-5.079594,-4.943572,-0.136022,-0.179938
9.577000,-5.068765,-4.931894,-0.136872,-0.180350
9.578000,-5.057929,-4.920208,-0.137721,-0.180763
9.579000,-5.047084,-4.908514,-0.138571,-0.181175
9.580000,-5.036232,-4.896812,-0.139420,-0.181588
9.581000,-5.025372,-4.885102,-0.140270,-0.182000
9.582000,-5.014503,-4.873384,-0.141119,-0.182413
9.583000,-5.003627,-4.861659,-0.141968,-0.182825
9.584000,-4.992743,-4.849926,-0.142817,-0.183237
9.585000,-4.981851,-4.838185,-0.143666,-0.183650
9.586000,-4.970951,-4.826437,-0.144514,-0.184062
9.587000,-4.960043,-4.814680,-0.145363,-0.184474
9.588000,-4.949128,-4.802917,-0.146211,-0.184886
9.589000,-4.938205,-4.791145,-0.147060,-0.185298
9.590000,-4.927273,-4.779366,-0.147908,-0.185710
9.591000,-4.916334,-4.767579,-0.148756,-0.186122
9.592000,-4.905388,-4.755784,-0.149604,-0.186534
9.593000,-4.894433,-4.743982,-0.150451,-0.186946
9.594000,-4.883471,-4.732172,-0.151299,-0.187358
9.595000,-4.872501,-4.720355,-0.152147,-0.187770
9.596000,-4.861524,-4.708530,-0.152994,-0.188182
9.597000,-4.850538,-4.696697,-0.153841,-0.188594
9.598000,-4.839545,-4.684857,-0.154688,-0.189006
9.599000,-4.828545,-4.673010,-0.155535,-0.189417
9.600000,-4.817537,-4.661155,-0.156382,-0.189829
9.601000,-4.806521,-4.649292,-0.157229,-0.190241
9.602000,-4.795498,-4.637422,-0.158075,-0.190652
9.603000,-4.784467,-4.625545,-0.158922,-0.191064
9.604000,-4.773428,-4.613660,-0.159768,-0.191475
9.605000,-4.762382,-4.601768,-0.160614,-0.191887
9.606000,-4.751328,-4.589869,-0.161460,-0.192298
9.607000,-4.740267,-4.577962,-0.162306,-0.192710
9.608000,-4.729199,-4.566047,-0.163151,-0.193121
9.609000,-4.718123,-4.554126,-0.163997,-0.193532
9.610000,-4.707039,-4.542197,-0.164842,-0.193943
9.611000,-4.695948,-4.530261,-0.165688,-0.194354
9.612000,-4.684850,-4.518317,-0.166533,-0.194765
9.613000,-4.673744,-4.506367,-0.167378,-0.195176
9.614000,-4.662631,-4.494409,-0.168223,-0.195587
9.615000,-4.651511,-4.482444,-0.169067,-0.195998
9.616000,-4.640383,-4.470471,-0.169912,-0.196409
9.617000,-4.629248,-4.458492,-0.170756,-0.196820
9.618000,-4.618105,-4.446505,-0.171601,-0.197231
9.619000,-4.606956,-4.434511,-0.172445,-0.197641
9.620000,-4.595799,-4.422510,-0.173289,-0.198052
9.621000,-4.584634,-4.410502,-0.174133,-0.198463
9.622000,-4.573463,-4.398487,-0.174976,-0.198873
9.623000,-4.562284,-4.386464,-0.175820,-0.199284
9.624000,-4.551098,-4.374435,-0.176663,-0.199694
9.625000,-4.539905,-4.362399,-0.177506,-0.200104
9.626000,-4.528705,-4.350355,-0.178350,-0.200514
9.627000,-4.517497,-4.338305,-0.179193,-0.200925
9.628000,-4.506283,-4.326247,-0.180035,-0.201335
9.629000,-4.495061,-4.314183,-0.180878,-0.201745
9.630000,-4.483832,-4.302112,-0.181721,-0.202155
9.631000,-4.472596,-4.290033,-0.182563,-0.202565
9.632000,-4.461353,-4.277948,-0.183405,-0.202975
9.633000,-4.450103,-4.265856,-0.184247,-0.203384
9.634000,-4.438846,-4.253757,-0.185089,-0.203794
9.635000,-4.427582,-4.241651,-0.185931,-0.204204
9.636000,-4.416311,-4.229539,-0.186773,-0.204613
9.637000,-4.405033,-4.217419,-0.187614,-0.205023
