Time (s),Target Pitch (deg),Actual Pitch (deg),Error (deg),Control (deg)
0.552000,6.393585,5.784935,0.608650,-1.475349
0.553000,6.403242,5.803904,0.599338,-1.482935
0.554000,6.412889,5.822878,0.590011,-1.490495
0.555000,6.422527,5.841857,0.580670,-1.498030
0.556000,6.432153,5.860839,0.571314,-1.505538
0.557000,6.441770,5.879826,0.561944,-1.513020
0.558000,6.451377,5.898817,0.552560,-1.520475
0.559000,6.460973,5.917811,0.543162,-1.527904
0.560000,6.470560,5.936809,0.533750,-1.535307
0.561000,6.480136,5.955811,0.524325,-1.542683
0.562000,6.489701,5.974815,0.514886,-1.550032
0.563000,6.499257,5.993823,0.505434,-1.557354
0.564000,6.508802,6.012833,0.495969,-1.564649
0.565000,6.518337,6.031846,0.486491,-1.571918
0.566000,6.527862,6.050861,0.477001,-1.579159
0.567000,6.537376,6.069879,0.467498,-1.586373
0.568000,6.546880,6.088898,0.457982,-1.593560
0.569000,6.556374,6.107920,0.448454,-1.600719
0.570000,6.565858,6.126943,0.438915,-1.607851
0.571000,6.575331,6.145968,0.429363,-1.614956
0.572000,6.584793,6.164994,0.419800,-1.622033
0.573000,6.594245,6.184021,0.410225,-1.629082
0.574000,6.603687,6.203049,0.400639,-1.636104
0.575000,6.613119,6.222077,0.391041,-1.643097
0.576000,6.622540,6.241107,0.381433,-1.650063
0.577000,6.631950,6.260136,0.371814,-1.657001
0.578000,6.641350,6.279166,0.362184,-1.663910
0.579000,6.650740,6.298196,0.352543,-1.670792
0.580000,6.660119,6.317226,0.342893,-1.677645
0.581000,6.669487,6.336255,0.333232,-1.684470
0.582000,6.678845,6.355284,0.323561,-1.691267
0.583000,6.688193,6.374312,0.313881,-1.698035
0.584000,6.697529,6.393339,0.304191,-1.704774
0.585000,6.706856,6.412365,0.294491,-1.711485
0.586000,6.716171,6.431389,0.284782,-1.718167
0.587000,6.725477,6.450412,0.275064,-1.724820
0.588000,6.734771,6.469434,0.265337,-1.731445
0.589000,6.744055,6.488453,0.255602,-1.738040
0.590000,6.753328,6.507471,0.245857,-1.744607
0.591000,6.762591,6.526486,0.236105,-1.751144
0.592000,6.771842,6.545499,0.226344,-1.757652
0.593000,6.781084,6.564509,0.216574,-1.764131
0.594000,6.790314,6.583517,0.206798,-1.770581
0.595000,6.799534,6.602521,0.197013,-1.777001
0.596000,6.808743,6.621522,0.187221,-1.783392
0.597000,6.817941,6.640520,0.177421,-1.789754
0.598000,6.827128,6.659514,0.167614,-1.796085
0.599000,6.836305,6.678505,0.157800,-1.802388
0.600000,6.845471,6.697492,0.147979,-1.808660
0.601000,6.854626,6.716474,0.138152,-1.814903
0.602000,6.863770,6.735453,0.128318,-1.821115
0.603000,6.872904,6.754427,0.118477,-1.827298
0.604000,6.882026,6.773396,0.108630,-1.833451
0.605000,6.891138,6.792360,0.098778,-1.839574
0.606000,6.900239,6.811320,0.088919,-1.845666
0.607000,6.909329,6.830274,0.079055,-1.851729
0.608000,6.918408,6.849223,0.069185,-1.857761
0.609000,6.927476,6.868166,0.059310,-1.863763
0.610000,6.936533,6.887103,0.049430,-1.869734
0.611000,6.945579,6.906035,0.039545,-1.875675
0.612000,6.954614,6.924960,0.029654,-1.881586
0.613000,6.963639,6.943879,0.019760,-1.887466
0.614000,6.972652,6.962792,0.009860,-1.893315
0.615000,6.981654,6.981698,-0.000043,-1.899134
0.616000,6.990645,7.000597,-0.009951,-1.904922
0.617000,6.999626,7.019489,-0.019863,-1.910679
0.618000,7.008595,7.038373,-0.029779,-1.916405
0.619000,7.017553,7.057251,-0.039698,-1.922101
0.620000,7.026500,7.076121,-0.049621,-1.927765
0.621000,7.035436,7.094983,-0.059547,-1.933398
0.622000,7.044360,7.113837,-0.069476,-1.939000
0.623000,7.053274,7.132682,-0.079409,-1.944572
0.624000,7.062176,7.151520,-0.089344,-1.950111
0.625000,7.071068,7.170349,-0.099281,-1.955620
0.626000,7.079948,7.189170,-0.109222,-1.961097
0.627000,7.088817,7.207981,-0.119164,-1.966543
0.628000,7.097675,7.226783,-0.129109,-1.971958
0.629000,7.106521,7.245577,-0.139055,-1.977341
0.630000,7.115357,7.264361,-0.149004,-1.982692
0.631000,7.124181,7.283135,-0.158954,-1.988012
0.632000,7.132994,7.301899,-0.168905,-1.993300
0.633000,7.141795,7.320654,-0.178858,-1.998557
0.634000,7.150586,7.339398,-0.188812,-2.003782
0.635000,7.159365,7.358132,-0.198767,-2.008975
0.636000,7.168133,7.376856,-0.208723,-2.014136
0.637000,7.176889,7.395569,-0.218680,-2.019265
0.638000,7.185634,7.414271,-0.228637,-2.024363
0.639000,7.194368,7.432962,-0.238594,-2.029428
0.640000,7.203090,7.451642,-0.248551,-2.034461
0.641000,7.211801,7.470310,-0.258509,-2.039463
0.642000,7.220501,7.488967,-0.268466,-2.044432
0.643000,7.229189,7.507612,-0.278423,-2.049369
0.644000,7.237866,7.526245,-0.288379,-2.054274
0.645000,7.246531,7.544866,-0.298335,-2.059147
0.646000,7.255185,7.563475,-0.308290,-2.063987
0.647000,7.263828,7.582071,-0.318244,-2.068795
0.648000,7.272459,7.600655,-0.328196,-2.073571
0.649000,7.281078,7.619226,-0.338148,-2.078314
0.650000,7.289686,7.637784,-0.348097,-2.083025
0.651000,7.298283,7.656328,-0.358046,-2.087703
0.652000,7.306868,7.674860,-0.367992,-2.092349
0.653000,7.315441,7.693378,-0.377936,-2.096962
0.654000,7.324003,7.711882,-0.387879,-2.101542
0.655000,7.332553,7.730372,-0.397819,-2.106090
0.656000,7.341092,7.748848,-0.407756,-2.110606
0.657000,7.349619,7.767310,-0.417691,-2.115088
0.658000,7.358135,7.785758,-0.427623,-2.119538
0.659000,7.366639,7.804191,-0.437552,-2.123955
0.660000,7.375131,7.822609,-0.447478,-2.128339
0.661000,7.383612,7.841012,-0.457401,-2.132690
0.662000,7.392081,7.859401,-0.467320,-2.137008
0.663000,7.400538,7.877774,-0.477235,-2.141294
0.664000,7.408984,7.896131,-0.487147,-2.145546
0.665000,7.417418,7.914473,-0.497055,-2.149766
0.666000,7.425840,7.932799,-0.506959,-2.153952
0.667000,7.434250,7.951109,-0.516859,-2.158105
0.668000,7.442649,7.969403,-0.526754,-2.162225
0.669000,7.451036,7.987681,-0.536645,-2.166312
0.670000,7.459411,8.005942,-0.546531,-2.170366
0.671000,7.467775,8.024187,-0.556412,-2.174387
0.672000,7.476127,8.042414,-0.566288,-2.178375
0.673000,7.484466,8.060625,-0.576159,-2.182329
0.674000,7.492794,8.078818,-0.586024,-2.186250
0.675000,7.501111,8.096995,-0.595884,-2.190138
0.676000,7.509415,8.115153,-0.605738,-2.193992
0.677000,7.517708,8.133294,-0.615587,-2.197813
0.678000,7.525988,8.151418,-0.625429,-2.201601
0.679000,7.534257,8.169523,-0.635266,-2.205355
0.680000,7.542514,8.187610,-0.645096,-2.209076
0.681000,7.550759,8.205678,-0.654919,-2.212763
0.682000,7.558992,8.223728,-0.664736,-2.216417
0.683000,7.567213,8.241760,-0.674547,-2.220037
0.684000,7.575422,8.259772,-0.684350,-2.223624
0.685000,7.583619,8.277765,-0.694146,-2.227177
0.686000,7.591804,8.295740,-0.703935,-2.230697
0.687000,7.599978,8.313695,-0.713717,-2.234183
0.688000,7.608139,8.331630,-0.723491,-2.237636
0.689000,7.616288,8.349546,-0.733258,-2.241055
0.690000,7.624425,8.367441,-0.743016,-2.244440
0.691000,7.632550,8.385317,-0.752767,-2.247792
0.692000,7.640663,8.403173,-0.762509,-2.251110
0.693000,7.648764,8.421008,-0.772243,-2.254394
0.694000,7.656853,8.438822,-0.781969,-2.257645
0.695000,7.664930,8.456616,-0.791686,-2.260861
0.696000,7.672995,8.474389,-0.801395,-2.264045
0.697000,7.681047,8.492141,-0.811094,-2.267194
0.698000,7.689088,8.509872,-0.820784,-2.270309
0.699000,7.697116,8.527582,-0.830466,-2.273391
0.700000,7.705132,8.545270,-0.840137,-2.276439
0.701000,7.713136,8.562936,-0.849800,-2.279453
0.702000,7.721128,8.580581,-0.859452,-2.282434
0.703000,7.729108,8.598203,-0.869095,-2.285380
0.704000,7.737075,8.615803,-0.878728,-2.288293
0.705000,7.745031,8.633381,-0.888351,-2.291172
0.706000,7.752974,8.650937,-0.897963,-2.294017
0.707000,7.760904,8.668470,-0.907565,-2.296828
0.708000,7.768823,8.685980,-0.917157,-2.299605
0.709000,7.776729,8.703467,-0.926738,-2.302348
0.710000,7.784623,8.720931,-0.936308,-2.305058
0.711000,7.792505,8.738372,-0.945867,-2.307733
0.712000,7.800374,8.755789,-0.955415,-2.310375
0.713000,7.808231,8.773182,-0.964951,-2.312982
0.714000,7.816076,8.790552,-0.974477,-2.315556
0.715000,7.823908,8.807898,-0.983990,-2.318096
0.716000,7.831728,8.825220,-0.993492,-2.320602
0.717000,7.839536,8.842518,-1.002982,-2.323074
0.718000,7.847331,8.859791,-1.012460,-2.325512
0.719000,7.855114,8.877040,-1.021926,-2.327916
0.720000,7.862884,8.894264,-1.031379,-2.330286
0.721000,7.870642,8.911463,-1.040821,-2.332622
0.722000,7.878388,8.928637,-1.050249,-2.334924
0.723000,7.886121,8.945786,-1.059665,-2.337192
0.724000,7.893842,8.962910,-1.069068,-2.339426
0.725000,7.901550,8.980008,-1.078458,-2.341626
0.726000,7.909246,8.997080,-1.087834,-2.343793
0.727000,7.916929,9.014127,-1.097198,-2.345925
0.728000,7.924600,9.031148,-1.106548,-2.348024
0.729000,7.932258,9.048142,-1.115884,-2.350088
0.730000,7.939904,9.065111,-1.125207,-2.352119
0.731000,7.947537,9.082053,-1.134516,-2.354115
0.732000,7.955158,9.098968,-1.143811,-2.356078
0.733000,7.962766,9.115857,-1.153091,-2.358006
0.734000,7.970361,9.132719,-1.162358,-2.359901
0.735000,7.977944,9.149554,-1.171610,-2.361762
0.736000,7.985515,9.166362,-1.180847,-2.363589
0.737000,7.993072,9.183143,-1.190070,-2.365382
0.738000,8.000618,9.199896,-1.199278,-2.367141
0.739000,8.008150,9.216621,-1.208471,-2.368866
0.740000,8.015670,9.233319,-1.217649,-2.370557
0.741000,8.023177,9.249989,-1.226812,-2.372215
0.742000,8.030672,9.266631,-1.235959,-2.373838
0.743000,8.038153,9.283244,-1.245091,-2.375428
0.744000,8.045622,9.299830,-1.254207,-2.376984
0.745000,8.053079,9.316386,-1.263307,-2.378506
0.746000,8.060523,9.332915,-1.272392,-2.379994
0.747000,8.067954,9.349414,-1.281460,-2.381448
0.748000,8.075372,9.365884,-1.290513,-2.382869
0.749000,8.082777,9.382326,-1.299549,-2.384256
0.750000,8.090170,9.398738,-1.308568,-2.385609
0.751000,8.097550,9.415121,-1.317571,-2.386928
0.752000,8.104917,9.431475,-1.326557,-2.388213
0.753000,8.112271,9.447798,-1.335527,-2.389465
0.754000,8.119613,9.464092,-1.344479,-2.390683
0.755000,8.126942,9.480356,-1.353415,-2.391867
0.756000,8.134258,9.496590,-1.362333,-2.393018
0.757000,8.141561,9.512794,-1.371234,-2.394135
0.758000,8.148851,9.528968,-1.380117,-2.395218
0.759000,8.156128,9.545111,-1.388983,-2.396268
0.760000,8.163393,9.561223,-1.397831,-2.397284
0.761000,8.170644,9.577305,-1.406661,-2.398266
0.762000,8.177883,9.593356,-1.415473,-2.399215
0.763000,8.185108,9.609375,-1.424267,-2.400130
0.764000,8.192321,9.625364,-1.433043,-2.401012
0.765000,8.199521,9.641321,-1.441800,-2.401860
0.766000,8.206708,9.657247,-1.450539,-2.402674
0.767000,8.213882,9.673141,-1.459259,-2.403456
0.768000,8.221043,9.689004,-1.467961,-2.404203
0.769000,8.228191,9.704834,-1.476643,-2.404918
0.770000,8.235326,9.720633,-1.485307,-2.405599
0.771000,8.242448,9.736399,-1.493951,-2.406246
0.772000,8.249557,9.752134,-1.502577,-2.406860
0.773000,8.256653,9.767836,-1.511183,-2.407441
0.774000,8.263736,9.783505,-1.519769,-2.407989
0.775000,8.270806,9.799142,-1.528336,-2.408503
0.776000,8.277863,9.814745,-1.536883,-2.408984
0.777000,8.284906,9.830316,-1.545410,-2.409431
0.778000,8.291937,9.845854,-1.553917,-2.409846
0.779000,8.298955,9.861359,-1.562404,-2.410227
0.780000,8.305959,9.876830,-1.570871,-2.410576
0.781000,8.312950,9.892268,-1.579318,-2.410891
0.782000,8.319929,9.907673,-1.587744,-2.411173
0.783000,8.326894,9.923043,-1.596150,-2.411422
0.784000,8.333846,9.938380,-1.604535,-2.411637
0.785000,8.340784,9.953683,-1.612899,-2.411820
0.786000,8.347710,9.968952,-1.621242,-2.411970
0.787000,8.354622,9.984186,-1.629564,-2.412087
0.788000,8.361522,9.999387,-1.637865,-2.412171
0.789000,8.368408,10.014552,-1.646145,-2.412223
0.790000,8.375280,10.029684,-1.654403,-2.412241
0.791000,8.382140,10.044780,-1.662640,-2.412227
0.792000,8.388986,10.059842,-1.670855,-2.412179
0.793000,8.395819,10.074868,-1.679049,-2.412099
0.794000,8.402639,10.089860,-1.687220,-2.411987
0.795000,8.409446,10.104816,-1.695370,-2.411841
0.796000,8.416239,10.119737,-1.703498,-2.411664
0.797000,8.423019,10.134622,-1.711603,-2.411453
0.798000,8.429786,10.149472,-1.719687,-2.411210
0.799000,8.436539,10.164287,-1.727747,-2.410934
0.800000,8.443279,10.179065,-1.735786,-2.410626
0.801000,8.450006,10.193807,-1.743801,-2.410286
0.802000,8.456719,10.208514,-1.751794,-2.409913
0.803000,8.463419,10.223184,-1.759765,-2.409508
0.804000,8.470106,10.237818,-1.767712,-2.409070
0.805000,8.476779,10.252415,-1.775636,-2.408600
0.806000,8.483439,10.266976,-1.783537,-2.408098
0.807000,8.490086,10.281500,-1.791415,-2.407564
0.808000,8.496719,10.295988,-1.799269,-2.406997
0.809000,8.503339,10.310439,-1.807100,-2.406398
0.810000,8.509945,10.324852,-1.814907,-2.405768
0.811000,8.516538,10.339229,-1.822691,-2.405105
0.812000,8.523117,10.353568,-1.830451,-2.404410
0.813000,8.529683,10.367870,-1.838187,-2.403683
0.814000,8.536235,10.382134,-1.845899,-2.402925
0.815000,8.542774,10.396361,-1.853587,-2.402134
0.816000,8.549300,10.410550,-1.861250,-2.401312
0.817000,8.555812,10.424701,-1.868890,-2.400458
0.818000,8.562310,10.438815,-1.876505,-2.399572
0.819000,8.568795,10.452890,-1.884095,-2.398655
0.820000,8.575267,10.466927,-1.891661,-2.397706
0.821000,8.581724,10.480926,-1.899202,-2.396725
0.822000,8.588169,10.494887,-1.906718,-2.395713
0.823000,8.594599,10.508809,-1.914210,-2.394670
0.824000,8.601017,10.522693,-1.921676,-2.393594
0.825000,8.607420,10.536538,-1.929118,-2.392488
0.826000,8.613810,10.550344,-1.936534,-2.391350
0.827000,8.620187,10.564111,-1.943925,-2.390181
0.828000,8.626549,10.577839,-1.951290,-2.388981
0.829000,8.632899,10.591529,-1.958630,-2.387749
0.830000,8.639234,10.605179,-1.965944,-2.386487
0.831000,8.645556,10.618789,-1.973233,-2.385193
0.832000,8.651864,10.632360,-1.980496,-2.383868
0.833000,8.658159,10.645892,-1.987733,-2.382512
0.834000,8.664440,10.659384,-1.994944,-2.381126
0.835000,8.670707,10.672836,-2.002129,-2.379708
0.836000,8.676961,10.686249,-2.009288,-2.378260
0.837000,8.683200,10.699621,-2.016421,-2.376781
0.838000,8.689426,10.712954,-2.023527,-2.375271
0.839000,8.695639,10.726246,-2.030607,-2.373730
0.840000,8.701838,10.739498,-2.037661,-2.372159
0.841000,8.708022,10.752710,-2.044687,-2.370558
0.842000,8.714194,10.765881,-2.051687,-2.368925
0.843000,8.720351,10.779012,-2.058661,-2.367263
0.844000,8.726495,10.792102,-2.065607,-2.365570
0.845000,8.732625,10.805151,-2.072527,-2.363847
0.846000,8.738741,10.818160,-2.079419,-2.362093
0.847000,8.744843,10.831128,-2.086285,-2.360310
0.848000,8.750931,10.844054,-2.093123,-2.358496
0.849000,8.757006,10.856940,-2.099934,-2.356652
0.850000,8.763067,10.869784,-2.106717,-2.354778
0.851000,8.769114,10.882587,-2.113473,-2.352874
0.852000,8.775147,10.895349,-2.120202,-2.350940
0.853000,8.781166,10.908069,-2.126903,-2.348977
0.854000,8.787172,10.920747,-2.133576,-2.346983
0.855000,8.793163,10.933384,-2.140221,-2.344960
0.856000,8.799141,10.945979,-2.146839,-2.342907
0.857000,8.805104,10.958533,-2.153428,-2.340825
0.858000,8.811054,10.971044,-2.159990,-2.338713
0.859000,8.816990,10.983513,-2.166523,-2.336572
0.860000,8.822912,10.995940,-2.173028,-2.334401
0.861000,8.828820,11.008325,-2.179505,-2.332201
0.862000,8.834714,11.020668,-2.185953,-2.329971
0.863000,8.840595,11.032968,-2.192373,-2.327713
0.864000,8.846461,11.045226,-2.198765,-2.325425
0.865000,8.852313,11.057441,-2.205128,-2.323108
0.866000,8.858151,11.069613,-2.211462,-2.320762
0.867000,8.863976,11.081743,-2.217768,-2.318388
0.868000,8.869786,11.093830,-2.224044,-2.315984
0.869000,8.875582,11.105874,-2.230292,-2.313551
0.870000,8.881364,11.117875,-2.236511,-2.311090
0.871000,8.887133,11.129833,-2.242701,-2.308600
0.872000,8.892887,11.141748,-2.248861,-2.306082
0.873000,8.898627,11.153620,-2.254993,-2.303535
0.874000,8.904353,11.165448,-2.261095,-2.300959
0.875000,8.910065,11.177233,-2.267168,-2.298355
0.876000,8.915763,11.188974,-2.273211,-2.295723
0.877000,8.921447,11.200672,-2.279225,-2.293062
0.878000,8.927117,11.212327,-2.285210,-2.290374
0.879000,8.932773,11.223937,-2.291164,-2.287657
0.880000,8.938414,11.235504,-2.297090,-2.284912
0.881000,8.944042,11.247027,-2.302985,-2.282139
0.882000,8.949655,11.258506,-2.308850,-2.279338
0.883000,8.955254,11.269940,-2.314686,-2.276509
0.884000,8.960839,11.281331,-2.320492,-2.273653
0.885000,8.966410,11.292678,-2.326268,-2.270769
0.886000,8.971967,11.303980,-2.332013,-2.267857
0.887000,8.977510,11.315238,-2.337729,-2.264918
0.888000,8.983038,11.326452,-2.343414,-2.261951
0.889000,8.988552,11.337621,-2.349069,-2.258957
0.890000,8.994053,11.348746,-2.354693,-2.255936
0.891000,8.999538,11.359826,-2.360287,-2.252887
0.892000,9.005010,11.370861,-2.365851,-2.249811
0.893000,9.010467,11.381852,-2.371384,-2.246708
0.894000,9.015911,11.392798,-2.376887,-2.243578
0.895000,9.021340,11.403698,-2.382359,-2.240421
0.896000,9.026754,11.414554,-2.387800,-2.237237
0.897000,9.032155,11.425365,-2.393211,-2.234026
0.898000,9.037541,11.436131,-2.398590,-2.230789
0.899000,9.042913,11.446852,-2.403939,-2.227525
0.900000,9.048271,11.457527,-2.409257,-2.224235
0.901000,9.053614,11.468157,-2.414543,-2.220918
0.902000,9.058943,11.478742,-2.419799,-2.217574
0.903000,9.064258,11.489281,-2.425024,-2.214204
0.904000,9.069558,11.499775,-2.430217,-2.210808
0.905000,9.074844,11.510223,-2.435379,-2.207386
0.906000,9.080116,11.520626,-2.440510,-2.203938
0.907000,9.085373,11.530983,-2.445609,-2.200464
0.908000,9.090617,11.541294,-2.450678,-2.196963
0.909000,9.095845,11.551560,-2.455714,-2.193437
0.910000,9.101060,11.561779,-2.460719,-2.189886
0.911000,9.106260,11.571953,-2.465693,-2.186308
0.912000,9.111445,11.582080,-2.470635,-2.182705
0.913000,9.116617,11.592162,-2.475545,-2.179076
0.914000,9.121773,11.602197,-2.480424,-2.175422
0.915000,9.126916,11.612187,-2.485271,-2.171743
0.916000,9.132044,11.622130,-2.490086,-2.168038
0.917000,9.137158,11.632027,-2.494869,-2.164308
0.918000,9.142257,11.641877,-2.499620,-2.160553
0.919000,9.147341,11.651681,-2.504340,-2.156773
0.920000,9.152412,11.661439,-2.509027,-2.152968
0.921000,9.157468,11.671150,-2.513683,-2.149139
0.922000,9.162509,11.680815,-2.518306,-2.145284
0.923000,9.167536,11.690433,-2.522897,-2.141405
0.924000,9.172548,11.700004,-2.527456,-2.137501
0.925000,9.177546,11.709529,-2.531982,-2.133573
0.926000,9.182530,11.719007,-2.536477,-2.129620
0.927000,9.187499,11.728438,-2.540939,-2.125643
0.928000,9.192453,11.737822,-2.545369,-2.121641
0.929000,9.197393,11.747159,-2.549766,-2.117616
0.930000,9.202318,11.756450,-2.554131,-2.113566
0.931000,9.207229,11.765693,-2.558464,-2.109492
0.932000,9.212126,11.774889,-2.562763,-2.105395
0.933000,9.217007,11.784038,-2.567031,-2.101274
0.934000,9.221875,11.793140,-2.571266,-2.097128
0.935000,9.226727,11.802195,-2.575468,-2.092960
0.936000,9.231566,11.811203,-2.579637,-2.088767
0.937000,9.236389,11.820163,-2.583774,-2.084552
0.938000,9.241198,11.829076,-2.587878,-2.080312
0.939000,9.245992,11.837941,-2.591949,-2.076050
0.940000,9.250772,11.846760,-2.595988,-2.071764
0.941000,9.255537,11.855530,-2.599993,-2.067456
0.942000,9.260288,11.864253,-2.603966,-2.063124
0.943000,9.265024,11.872929,-2.607905,-2.058769
0.944000,9.269745,11.881557,-2.611812,-2.054392
0.945000,9.274452,11.890137,-2.615686,-2.049991
0.946000,9.279144,11.898670,-2.619527,-2.045568
0.947000,9.283821,11.907155,-2.623334,-2.041123
0.948000,9.288484,11.915592,-2.627109,-2.036655
0.949000,9.293132,11.923982,-2.630850,-2.032164
0.950000,9.297765,11.932324,-2.634559,-2.027652
0.951000,9.302384,11.940617,-2.638234,-2.023117
0.952000,9.306987,11.948863,-2.641876,-2.018560
0.953000,9.311577,11.957061,-2.645484,-2.013981
0.954000,9.316151,11.965211,-2.649060,-2.009380
0.955000,9.320711,11.973313,-2.652602,-2.004757
0.956000,9.325256,11.981367,-2.656111,-2.000113
0.957000,9.329787,11.989373,-2.659586,-1.995447
0.958000,9.334302,11.997331,-2.663028,-1.990759
0.959000,9.338803,12.005240,-2.666437,-1.986050
0.960000,9.343289,12.013102,-2.669812,-1.981320
0.961000,9.347761,12.020915,-2.673154,-1.976568
0.962000,9.352218,12.028680,-2.676462,-1.971795
0.963000,9.356659,12.036397,-2.679737,-1.967001
0.964000,9.361087,12.044065,-2.682978,-1.962186
0.965000,9.365499,12.051685,-2.686186,-1.957350
0.966000,9.369896,12.059257,-2.689360,-1.952494
0.967000,9.374279,12.066780,-2.692501,-1.947616
0.968000,9.378647,12.074255,-2.695608,-1.942718
0.969000,9.383000,12.081682,-2.698681,-1.937800
0.970000,9.387339,12.089060,-2.701721,-1.932861
0.971000,9.391662,12.096389,-2.704727,-1.927902
0.972000,9.395971,12.103670,-2.707700,-1.922923
0.973000,9.400265,12.110903,-2.710638,-1.917923
